Unnamed: 0,text,label,language,translated_text,back_translated_text
208129,Sebenernya pacar gue itu 12 idiot :*',1.0,13,Actually my boyfriend is 12 idiots :*',Sebenarnya pacarku 12 idiot :*'
208130,"98. Sebenernya gw ogah temenan ama lu di rl rp \n\nGa anjing gw bercanda jan nangis lagi wkwk. Gatau, lu orangnya bikin gw banyak bacot. Udah si itu ae wkwk'",1.0,13,"98. Actually, I don't want to be friends with you on rl rp \n\nIf my dog ​​is joking, I won't cry again hahaha. I don't know, you're the one who makes me laugh a lot. That's it, hahaha'","98. Sebenarnya aku tidak ingin berteman denganmu di rl rp \n\nJika anjingku bercanda, aku tidak akan menangis lagi hahaha. Entahlah, kaulah yang membuatku banyak tertawa. Itu saja, hahaha'"
208133,USER Mahasiswa koplak...cuma modus..!!! Rakyat Indonesia 250 juta...bukan 25 orang...sontoloyo !!!',1.0,13,USER Student coplak...just a mod..!!! The Indonesian people are 250 million...not 25 people...sontoloyo!!!',USER Mahasiswa coplak...hanya mod..!!! Rakyat Indonesia 250 Juta...bukan 25 Orang...sontoloyo!!!'
208134,USER Ulama cebong... Wajah suram',1.0,13,USER Tadpole cleric... Gloomy face',Ulama Kecebong PENGGUNA... Wajah muram'
208135,"USER USER Yang bijak cuma petugas dan jajaran krl doang, para penumpang cuma followers doang \xe2\x98\xb9\xef\xb8\x8f nyuruh orng utk mengerti, sendirinya ga mau mengerti kebutuhan banyak orng. Kan bangke..'",1.0,13,"USER USER The wise ones are only the train officers and staff, the passengers are just followers \xe2\x98\xb9\xef\xb8\x8f telling people to understand, they themselves don't want to understand the needs of many people. Right bro...'","USER USER Yang bijak hanya petugas dan staf kereta api, penumpang hanya pengikut \xe2\x98\xb9\xef\xb8\x8f menyuruh orang untuk mengerti, mereka sendiri tidak mau memahami kebutuhan orang banyak. Benar kawan...'"
208141,USER USER sontoloyo emang jakarta nih',1.0,13,USER USER Sontoloyo is indeed Jakarta',USER USER Sontoloyo memang Jakarta'
208148,USER bagus anjir buat lockscreen\xe2\x9d\xa4',1.0,13,USER nice anjir for lockscreen\xe2\x9d\xa4',PENGGUNA anjir yang bagus untuk layar kunci\xe2\x9d\xa4'
208149,USER kaya TAI',1.0,13,USER LIKE TAI',PENGGUNA SEPERTI TAI'
208153,yang butuh memek hubungi rp haneul terdekat',1.0,13,Those who need pussy contact the nearest Rp Haneul',Yang butuh memek hubungi Haneul' Rp terdekat
208154,Mbah berfatwa kalo ngomong asu itu ndak papa. Asal jangan diikuti dengan kata kamu atau nama orang. Okesip. ASU',1.0,13,Mbah has a fatwa saying that it's okay to talk about asu. Just don't follow it with the word you or someone's name. OK. ASU',"Mbah mempunyai fatwa yang mengatakan tidak apa-apa membicarakan asu. Hanya saja, jangan diikuti dengan kata Anda atau nama seseorang. OKE. ASU'"
208155,USER USER USER USER USER USER Lebih TOLOL lg yg nulis kek gini... \xf0\x9f\x98\xb8\xf0\x9f\x98\xb8\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x91\x8,1.0,13,USER USER USER USER USER USER It's even more stupid to write something like this... \x9f\x91\x8,USER USER USER USER USER USER Lebih bodoh lagi menulis sesuatu seperti ini... \x9f\x91\x8
208156,ooo diganti lagi libur lebaran; 13 - 21; diubah 11 - 20; sama aja.. pasca lebaran nya dikurangi..; masa hari senin harus balik; tgl 18 + 2 hari dijalan kalo ga macet = tgl 20; sama aja itu bego !! ; H + 2 Bakal menumpuk; presiden bego..,1.0,13,ooo replaced by Eid holiday; 13 - 21; changed 11 - 20; it's the same... after Eid it is reduced...; must return on Monday; 18th + 2 days on the road if there are no traffic jams = 20th; it's the same thing stupid!! ; H + 2 Will stack; stupid president...,ooo digantikan dengan libur Idul Fitri; 13 - 21; berubah 11 - 20; sama saja...setelah lebaran dikurangi...; harus kembali pada hari Senin; tanggal 18 + 2 hari perjalanan jika tidak macet = tanggal 20; itu sama saja bodoh!! ; H+2 Akan menumpuk; presiden bodoh...
208160,"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""",1.0,13,"USER HUHUHUHU ARRIVES SM KIM BUM PLOT TWIST SO MUCH. I SWEAR THAT I'LL RELAIN HIM AS A REAL MONKEY LET THE MONKEY MOVE ON EH I KNOW HIM:')) Don't be afraid to get close to him because he knows someone already has him:(""","PENGGUNA HUHUHUHU TIBA PLOT TWIST SM KIM BUM BANYAK. AKU BERSUMPAH AKAN TETAP DIA SEBAGAI MONKEY NYATA BIARKAN MONKEY YANG BERGERAK EH AKU KENAL DIA :')) Jangan takut untuk dekat dengannya karena dia tahu sudah ada yang memilikinya :("""
208163,USER Apasi anjing lu lebay geblek',1.0,13,USER What's wrong with your dog being too loud?,USER Apa yang salah dengan suara anjing Anda yang terlalu berisik?
208166,"Ajak semua Muslim cari tahu siapa Muhammad sebenarnya, jangan sampai dia enak2 cocok2 penis bangsa ini jadi susah",1.0,13,"Invite all Muslims to find out who Muhammad really is, don't make it difficult for him to fit in with the penis of this nation","Ajak seluruh umat Islam untuk mencari tahu siapa Muhammad sebenarnya, jangan mempersulit dia untuk menyesuaikan diri dengan penis bangsa ini."
208169,USER USER APAAN KALIAN BELEK ONTA\xf0\x9f\x98\xa4 NGOMONG GUE DARI BELAKANG KAAN\xf0\x9f\x94\xa8\xf0\x9f\x98\xa4',1.0,13,User,Pengguna
208170,USER Udik lu',1.0,13,USER Udik,PENGGUNA Udik
208172,"USER /; Enak nete... tau. \n\nBagus gini lho, gapapa mengenang masa lalu di fesbuk.'",1.0,13,"USER /; It's nice... you know. \n\nIt's good like this, it's okay to reminisce about the past on Facebook.'","PENGGUNA /; Itu bagus... kau tahu. \n\nEnaknya begini, tak masalah mengenang masa lalu di Facebook.'"
208174,USER APA HUHUNGANNYA BEGO SM LESBI ANJIR',1.0,13,USER WHAT DOES IT HAVE TO DO WITH BEGO SM LESBI ANJIR',USER APA HUBUNGANNYA DENGAN BEGO SM LESBI ANJIR'
208176,Kalian cocok ko :) sama sama bajingan !!',1.0,13,You guys are a good match :) both bastards!!',Kalian pasangan yang cocok :) keduanya bajingan!!'
208178,"USER USER USER USER USER Rujukannya ke dlm sempak jadinya sempat deh,ruang gerak radikalisme dan teror di batasi di bilang anti islam,otaknya dr kotoran onta kyaknya'",1.0,13,"USER USER USER USER USER The reference to this is that it has happened, the space for radicalism and terror is limited, they are said to be anti-Islam, their brains are made of camel dung, apparently'","USER USER USER USER Rujukannya sudah terjadi, ruang gerak radikalisme dan teror terbatas, katanya anti Islam, otaknya terbuat dari kotoran unta, ternyata'"
208180,"USER ""Pala lu jumplitan. Itu ngeliatin gua, kunyuk.""'",1.0,13,"USER ""Your head is twitching. It's looking at me, kunyuk.""'","USER ""Kepalamu berkedut. Dia menatapku, kunyuk.""'"
208181,Doi tuh native speaker ya.\n\nMother language-nya english.\n\nKomen dijaga dong bangsad',1.0,13,"He's a native speaker.\n\nMother language is English.\n\nPlease keep your comments safe, Bangsad'","Dia penutur asli.\n\nBahasa ibu adalah bahasa Inggris.\n\nHarap simpan komentar Anda dengan aman, Bangsad'"
208183,USER Oi brengsek lo~ URL,1.0,13,USER Oi you bastard~ URL,PENGGUNA Oi kamu bajingan~ URL
208186,Coba itu yg suka ngatain kpop banci tapi heboh kalo ngomongin drakor mana ? Maap maap aja ya nih mas mba Drakor yg lo pada sering tonton itu beberapa ada yg jadi idol loh',1.0,13,"Try those who like to call Kpop sissy but get excited when they talk about which Korean drama? I'm sorry, I'm sorry, bro. Some of the dramas that you often watch are idols, you know.'","Coba yang suka manggil Kpop banci tapi heboh kalau ngomongin drama Korea yang mana? Maafkan aku, maafkan aku, kawan. Beberapa drama yang sering kamu tonton adalah drama idola lho.'"
208187,USER Ngga ada kucing yang kesurupan karena kucing adalah setan',1.0,13,USER There are no cats possessed because cats are demons',USER Tidak ada kucing yang kerasukan karena kucing itu setan'
208188,USER USER Teori yg bener bkn tiori ini pasti bani Cumi2 asal mangap tpi yg masuk racun ya',1.0,13,"USER USER The theory that is correct, not this theory, is that the squid are just as good as they are, but they are poisoned, right?","USER USER Teori yang benar bukan teori ini, cumi-cumi itu sama baiknya, tapi diracun kan?"
208189,USER USER Kristen lesbi emang ya?',1.0,13,USER USER Are Christians lesbians?,PENGGUNA PENGGUNA Apakah orang Kristen lesbian?
208211,Duh dek jeksen sama temennya ini sama2 brengsek ya URL,1.0,13,"Duh, Jeksen and his friend are both jerks, URL","Duh, Jeksen dan temannya sama-sama brengsek, URL"
208212,USER harap maklum aja pak. pembuat isu itu selain udah Toku medekati idiot juga \xf0\x9f\x98\x9d',1.0,13,"USER, please understand, sir. The creator of the issue, apart from Toku, is also close to being an idiot \xf0\x9f\x98\x9d'","USER mohon pengertiannya pak. Pembuat masalah ini, selain Toku, juga hampir menjadi orang bodoh \xf0\x9f\x98\x9d'"
208216,"USER USER USER Sarap nih orang! Udh Salah, Bego Bukanya malu'",1.0,13,"USER USER USER Good luck, people! I've done it wrong, I'm stupid, I'm not ashamed'","PENGGUNA PENGGUNA PENGGUNA Semoga berhasil, semuanya! Aku salah melakukannya, aku bodoh, aku tidak malu'"
208219,"Kenapa ya orang Indonesia ini disuruh tertib susah banget? Salah satu contohnya adalah tertib untuk tidak naik ke KRL sebelum penumpang yang mau turun selesai semua. Saking seringnya nemu orang-orang brengsek kayak gitu di stasiun, saya sampai kepikiran untuk nyiapin kata makian.'",1.0,13,"Why is it so difficult for Indonesians to be told to be orderly? One example is the order not to get on the KRL before all the passengers who want to get off have finished. I often encounter jerks like that at the station, so I thought about preparing a curse word.'","Mengapa masyarakat Indonesia sulit disuruh tertib? Salah satu contohnya adalah perintah untuk tidak naik KRL sebelum seluruh penumpang yang hendak turun selesai. Aku sering menemui orang-orang brengsek seperti itu di stasiun, jadi aku berpikir untuk menyiapkan kata-kata makian.'"
208220,USER USER Aseng yg bajingan spt ahok beserta kroni\xc2\xb2 nya perlu di anti kan',1.0,13,"USER USER Aseng who are bastards like Ahok and his cronies need to be banned, right?",USER USER Aseng yang bajingan seperti Ahok dan kroni-kroninya perlu dibanned ya?
208224,USER USER Cebong dongo \nOtak jongkok',1.0,13,USER USER Cebong dongo \nSquat brain',USER USER Cebong dongo \nOtak jongkok'
208226,"USER USER USER Jgn diladenin, dia tu hanya seekor cebong kelayaban tanpa tujuan.'",1.0,13,"USER USER USER Don't deal with him, he's just a wandering tadpole with no purpose.'","USER USER USER Jangan hadapi dia, dia hanya kecebong pengembara tanpa tujuan.'"
208229,USER USER luhut bajingan',1.0,13,USER USER luhut bastard',PENGGUNA PENGGUNA luhut bajingan'
208232,USER \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a y w pinggir koreng cantik',1.0,13,USER \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a y w beautiful scabbed edges',USER \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a y w tepi berkeropeng yang indah'
208233,Belajar mencatut Nama Tuhan untuk mendapatkan KENIKMATAN mengikuti jln hidup Muhammad bejad,1.0,13,Learn to use God's Name to get the PLEASURE of following Muhammad's path of life,Belajar menggunakan Nama Tuhan untuk mendapatkan KENIKMATAN mengikuti jalan hidup Muhammad
208234,"Setidaknya gw punya jari tengah buat lu, sebelom gw ukur nyali sama bacot lu \xf0\x9f\x98\x8f'",1.0,13,"At least I have a middle finger for you, before I measure your guts with your asshole \xf0\x9f\x98\x8f'","Setidaknya aku punya jari tengah untukmu, sebelum aku mengukur nyalimu dengan bajinganmu \xf0\x9f\x98\x8f'"
208238,USER KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K,1.0,13,USER CHRIST DOG ASU JIAMPUT FUCKING FUCKING PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING PICEK TELEK PEJUH SIWUK KOTANG IDIOT FUCKING PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING PICEK TELEK PEJUH SIWUK KOTANG IDIOT FUCKING PICEK TELEK PEJUH SIWUK K,USER CHRIST DOG ASU JIAMPUT FUCKING FUCKING PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING PICEK TELEK PEJUH SIWUK KOTANG IDIOT FUCKING PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING PICEK TELEK PEJUH SIWUK KOTANG IDIOT FUCKING PICEK TELEK PEJUH SIWUK K
208239,66. najis minta bgt gua kepruk ya lu gov',1.0,13,"66. unclean, I really want to be crushed, you gov'","66. najis, aku ingin sekali diremukkan ya pemerintah'"
208243,USER Bodo amat!\nGak tertarik titik',1.0,13,USER Very stupid!\nNot interested period',USER Sangat bodoh!\nTidak tertarik periode'
208244,USER Sa ae lu upil onta \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1.0,13,USER Sa ae lu upil camel \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',PENGGUNA Sa ae lu upil unta \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
